Sentiment,Tweet
positive,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4
negative,@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap.
negative,"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!"
negative,@AmericanAir are you guys intentionally trying to lose customers and money?
neutral,@JetBlue look what I capture at Uvf http://t.co/Lj2ZXZN8kG
neutral,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment
negative,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA."
negative,"@SouthwestAir ""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin http://t.co/6Zj6L2ZTua"
neutral,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?
negative,"@united Disappointed,UNITED did NOT feed small CHILDREN on a 5 &amp; half hour flight (Honolulu to Los Angeles), Appalling, ESP food waspaid for"
neutral,@SouthwestAir thank you for the response. How can I got about getting the points onto my rewards account?
neutral,@AmericanAir I wrote down the evoucher number. I got rid of the voucher when I purchased air fair
positive,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!"
positive,@JetBlue where's my selfie?
negative,@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6
neutral,@USAirways message me if you want to issue a refund so someone else can use my seats tomorrow AM #flightCancelled Flighted #custservicehasnonumber
negative,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time
negative,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate
negative,@SouthwestAir I consider myself a loyal customer to the brand but I'm astounded at the lack of concern about customer's flying experiences.
negative,"@SouthwestAir  Flight today from PHL to DAL Cancelled Flightled. 96 min on hold, rebooked for tomorrow. Now that flight is Cancelled Flightled.  On hold again."
neutral,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/P6eef1zWzc
negative,"@USAirways @AmericanAir did I mention I'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?"
negative,@united On flight 1712 to Houston delayed duecto engine trouble. Willl you hold my connection to Argentina at Houston since I'm Late Flight now?
negative,@AmericanAir at JFK flight to Boston delayed 20 min waiting for catering they are boarding flight to LAX waiting for over and hour WTF?
negative,@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers
negative,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl
negative,@SouthwestAir I'm flying in a couple of weeks and I need my ticket changed from my maiden name to my married name. Pls help!
negative,@united another week has passed and I hoped that I would have had a response by now
negative,@SouthwestAir I'm miserable on your Orlando to Vegas nonstop right now. How big must a guest be for u to require 2 seats?  I'm in 1A btw.
neutral,@AmericanAir I am traveling from AUH to IAD via etihad and then from IAD to DFW via AA. Will I be able to retrieve my checked bag in IAD?
negative,@USAirways I am so disappointed with the service I received with you on my travels to NC these past few days .. you lost my baggage twice.
positive,@SouthwestAir you're the best
negative,@AmericanAir been rebooked for tomorrow. You failed to put me on DL flight today despite my asking and available seat. DL still available
negative,"@usairways now on hold for an hour. So frustrating, I suspect you have more operators come in on days like this w/inclement weather?"
negative,@AmericanAir @usairways who is the next stop after customer service.
negative,@united uh - I booked it through the UA website. Why the price change?
positive,@AmericanAir wow that's helpful.
neutral,@AmericanAir any idea why flight 5392 from HSV to DFW tomorrow Cancelled Flightled about 45 minutes ago?
negative,@AmericanAir I can't get through to a customer rep to help me out. This is the only option I have got.
negative,"@AmericanAir even followed me, but I still can't get them to answer their phones. Worst. Customer ""service"". Ever. #customerservice #fail"
negative,"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand"
negative,@SouthwestAir How about auto check in for CP holders? Come on.
negative,@united &amp; finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue
neutral,@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.
neutral,@JetBlue I do follow you!
negative,@united it is cool. Your customer told me they didn't care either. It is expected
negative,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler
negative,"@AmericanAir i hope it takes you 6 hours to get home when it should take 20. my flight was Cancelled Flightled because they ""couldn't staff the plane"""
neutral,@USAirways can i please have someone call me 781 879 4505
neutral,@SouthwestAir How can we get refund instead of credit for flight that you Cancelled Flightled? We couldn't switch to a flight tomorrow.
neutral,@usairways I don't think the US site allows that (unlike http://t.co/etfjqIwUvt). Can I use a US credit if I held on http://t.co/etfjqIwUvt?
positive,@SouthwestAir @JohnWayneAir Thank you both very much!!
negative,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.
positive,"@USAirways @landonschott he's fine, he really likes picking his own seat...."
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5fmipW9dhi
negative,@united I'm asking if you can simplify the communications- thx
neutral,@united I want a hotel room and a whiskey.
positive,@JetBlue Great service from PBI to HPN! Thanks.
negative,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR."
neutral,@AmericanAir she doesn't have Twitter.
positive,@AmericanAir no apologies required. I made it home safe thanks to you! Kudos to AA!
negative,@USAirways if ur going 2 charge $20 for wi-fi make sure it works. #Brutal #DialUp b a 100 by the time things load. #TheEnd #GoodDay
negative,@AmericanAir ask the 10 people you left behind at Miami airport because you guys could not wait 5 minutes and ... http://t.co/XPM98Igqjn
negative,"@JetBlue 2 words: ""staff training."" What a joke-"
negative,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????"
positive,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR
positive,@united stellar customer service. You have earned my business by your attention to detail.
neutral,"@JetBlue Gains Altitude, But SkyWest Hits Turbulence JBLU SKYW - Investor's Business Daily http://t.co/P2HUM7lXUR"
positive,@united Thanks for the update.
neutral,"@JetBlue unfortunately no, but hoping I can catch one sometime in the near future!"
negative,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.
neutral,"@SouthwestAir first time flyer, scheduled a (round)trip. set on departure date not sure on returning date, policy/fees on changing Re Flight"
neutral,"@AmericanAir will do. I'd think, though, that a literally identical itinerary to your sample itineraries would work - maybe need to update?"
negative,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together"
positive,@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!
negative,@SouthwestAir why is your website downnnnn :( ugh
negative,@United has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G
